title,url,year,citations
Leave-one-out Word Alignment without Garbage Collector Effects,https://aclanthology.org/D15-1209,2015,8
Generalized Agreement for Bidirectional Word Alignment,https://aclanthology.org/D15-1210,2015,7
"A Transition-based Model for Joint Segmentation, {POS}-tagging and Normalization",https://aclanthology.org/D15-1211,2015,18
Multilingual discriminative lexicalized phrase structure parsing,https://aclanthology.org/D15-1212,2015,12
Hierarchical Low-Rank Tensors for Multilingual Transfer Parsing,https://aclanthology.org/D15-1213,2015,51
Diversity in Spectral Learning for Natural Language Parsing,https://aclanthology.org/D15-1214,2015,10
Transition-based Dependency Parsing Using Two Heterogeneous Gated Recursive Neural Networks,https://aclanthology.org/D15-1215,2015,6
Turn-taking phenomena in incremental dialogue systems,https://aclanthology.org/D15-1216,2015,15
Hierarchical Latent Words Language Models for Robust Modeling to Out-Of Domain Tasks,https://aclanthology.org/D15-1217,2015,4
A Coarse-Grained Model for Optimal Coupling of {ASR} and {SMT} Systems for Speech Translation,https://aclanthology.org/D15-1218,2015,7
Abstractive Multi-document Summarization with Semantic Information Extraction,https://aclanthology.org/D15-1219,2015,29
Concept-based Summarization using Integer Linear Programming: From Concept Pruning to Multiple Optimal Solutions,https://aclanthology.org/D15-1220,2015,43
{G}host{W}riter: Using an {LSTM} for Automatic Rap Lyric Generation,https://aclanthology.org/D15-1221,2015,66
Better Summarization Evaluation with Word Embeddings for {ROUGE},https://aclanthology.org/D15-1222,2015,60
Krimping texts for better summarization,https://aclanthology.org/D15-1223,2015,10
From the Virtual to the {R}eal{W}orld: Referring to Objects in Real-World Spatial Scenes,https://aclanthology.org/D15-1224,2015,16
An Unsupervised {B}ayesian Modelling Approach for Storyline Detection on News Articles,https://aclanthology.org/D15-1225,2015,15
Topical Coherence for Graph-based Extractive Summarization,https://aclanthology.org/D15-1226,2015,84
Summarizing Student Responses to Reflection Prompts,https://aclanthology.org/D15-1227,2015,19
Extractive Summarization by Maximizing Semantic Volume,https://aclanthology.org/D15-1228,2015,35
{LCSTS}: A Large Scale {C}hinese Short Text Summarization Dataset,https://aclanthology.org/D15-1229,2015,171
Discourse Planning with an N-gram Model of Relations,https://aclanthology.org/D15-1230,2015,14
Experiments with Generative Models for Dependency Tree Linearization,https://aclanthology.org/D15-1231,2015,9
Summarization Based on Embedding Distributions,https://aclanthology.org/D15-1232,2015,42
Reversibility reconsidered: finite-state factors for efficient probabilistic sampling in parsing and generation,https://aclanthology.org/D15-1233,2015,0
A quantitative analysis of gender differences in movies using psycholinguistic normatives,https://aclanthology.org/D15-1234,2015,12
{EMNLP} versus {ACL}: Analyzing {NLP} research over time,https://aclanthology.org/D15-1235,2015,7
Answering Elementary Science Questions by Constructing Coherent Scenes using Background Knowledge,https://aclanthology.org/D15-1236,2015,10
{W}iki{QA}: A Challenge Dataset for Open-Domain Question Answering,https://aclanthology.org/D15-1237,2015,487
Personalized Machine Translation: Predicting Translational Preferences,https://aclanthology.org/D15-1238,2015,12
Talking to the crowd: What do people react to in online discussions?,https://aclanthology.org/D15-1239,2015,40
What Your Username Says About You,https://aclanthology.org/D15-1240,2015,13
Knowledge Base Inference using Bridging Entities,https://aclanthology.org/D15-1241,2015,6
Specializing Word Embeddings for Similarity or Relatedness,https://aclanthology.org/D15-1242,2015,117
Evaluation of Word Vector Representations by Subspace Alignment,https://aclanthology.org/D15-1243,2015,134
Higher-order logical inference with compositional semantics,https://aclanthology.org/D15-1244,2015,48
Any-language frame-semantic parsing,https://aclanthology.org/D15-1245,2015,14
What{'}s in an Embedding? Analyzing Word Embeddings through Multilingual Evaluation,https://aclanthology.org/D15-1246,2015,39
Joint Event Trigger Identification and Event Coreference Resolution with Structured Perceptron,https://aclanthology.org/D15-1247,2015,26
A Joint Dependency Model of Morphological and Syntactic Structure for Statistical Machine Translation,https://aclanthology.org/D15-1248,2015,11
Variable-Length Word Encodings for Neural Translation Models,https://aclanthology.org/D15-1249,2015,33
A Binarized Neural Network Joint Model for Machine Translation,https://aclanthology.org/D15-1250,2015,3
{B}ayesian Optimization of Text Representations,https://aclanthology.org/D15-1251,2015,34
A Comparative Study on Regularization Strategies for Embedding-based Neural Networks,https://aclanthology.org/D15-1252,2015,21
Efficient Hyper-parameter Optimization for {NLP} Applications,https://aclanthology.org/D15-1253,2015,25
Improved {A}rabic Dialect Classification with Social Media Data,https://aclanthology.org/D15-1254,2015,26
Exploiting Debate Portals for Semi-Supervised Argumentation Mining in User-Generated Web Discourse,https://aclanthology.org/D15-1255,2015,64
Confounds and Consequences in Geotagged {T}witter Data,https://aclanthology.org/D15-1256,2015,70
Modeling Reportable Events as Turning Points in Narrative,https://aclanthology.org/D15-1257,2015,21
Towards the Extraction of Customer-to-Customer Suggestions from Reviews,https://aclanthology.org/D15-1258,2015,29
Using Content-level Structures for Summarizing Microblog Repost Trees,https://aclanthology.org/D15-1259,2015,12
Intra-sentential Zero Anaphora Resolution using Subject Sharing Recognition,https://aclanthology.org/D15-1260,2015,20
Estimation of Discourse Segmentation Labels from Crowd Data,https://aclanthology.org/D15-1261,2015,6
Comparing Word Representations for Implicit Discourse Relation Classification,https://aclanthology.org/D15-1262,2015,57
Better Document-level Sentiment Analysis from {RST} Discourse Parsing,https://aclanthology.org/D15-1263,2015,106
Closing the Gap: Domain Adaptation from Explicit to Implicit Discourse Relations,https://aclanthology.org/D15-1264,2015,23
Wikification of Concept Mentions within Spoken Dialogues Using Domain Constraints from {W}ikipedia,https://aclanthology.org/D15-1265,2015,1
Shallow Convolutional Neural Network for Implicit Discourse Relation Recognition,https://aclanthology.org/D15-1266,2015,82
On the Role of Discourse Markers for Discriminating Claims and Premises in Argumentative Discourse,https://aclanthology.org/D15-1267,2015,69
Fatal or not? Finding errors that lead to dialogue breakdowns in chat-oriented dialogue systems,https://aclanthology.org/D15-1268,2015,16
Learning Word Meanings and Grammar for Describing Everyday Activities in Smart Environments,https://aclanthology.org/D15-1269,2015,2
Discourse Element Identification in Student Essays based on Global and Local Cohesion,https://aclanthology.org/D15-1270,2015,7
Adapting Coreference Resolution for Narrative Processing,https://aclanthology.org/D15-1271,2015,4
Joint Lemmatization and Morphological Tagging with Lemming,https://aclanthology.org/D15-1272,2015,82
Transducer Disambiguation with Sparse Topological Features,https://aclanthology.org/D15-1273,2015,5
{A}rabic Diacritization with Recurrent Neural Networks,https://aclanthology.org/D15-1274,2015,48
Automatic Diacritics Restoration for {H}ungarian,https://aclanthology.org/D15-1275,2015,8
Morphological Analysis for Unsegmented Languages using Recurrent Neural Network Language Model,https://aclanthology.org/D15-1276,2015,57
Can Symbol Grounding Improve Low-Level {NLP}? Word Segmentation as a Case Study,https://aclanthology.org/D15-1277,2015,4
When Are Tree Structures Necessary for Deep Learning of Representations?,https://aclanthology.org/D15-1278,2015,187
Discriminative Neural Sentence Modeling by Tree-Based Convolution,https://aclanthology.org/D15-1279,2015,108
Multi-Timescale Long Short-Term Memory Neural Network for Modelling Sentences and Documents,https://aclanthology.org/D15-1280,2015,103
Verbal and Nonverbal Clues for Real-life Deception Detection,https://aclanthology.org/D15-1281,2015,44
Social Media Text Classification under Negative Covariate Shift,https://aclanthology.org/D15-1282,2015,22
Co-Training for Topic Classification of Scholarly Data,https://aclanthology.org/D15-1283,2015,15
Humor Recognition and Humor Anchor Extraction,https://aclanthology.org/D15-1284,2015,113
Topic Identification and Discovery on Text and Speech,https://aclanthology.org/D15-1285,2015,9
A Dynamic Programming Algorithm for Computing N-gram Posteriors from Lattices,https://aclanthology.org/D15-1286,2015,2
Bilingual Structured Language Models for Statistical Machine Translation,https://aclanthology.org/D15-1287,2015,6
"Compact, Efficient and Unlimited Capacity: Language Modeling with Compressed Suffix Trees",https://aclanthology.org/D15-1288,2015,10
{ERSOM}: A Structural Ontology Matching Approach Using Automatically Learned Entity Representation,https://aclanthology.org/D15-1289,2015,19
A Single Word is not Enough: Ranking Multiword Expressions Using Distributional Semantics,https://aclanthology.org/D15-1290,2015,21
Syntactic Dependencies and Distributed Word Representations for Analogy Detection and Mining,https://aclanthology.org/D15-1291,2015,8
Navigating the Semantic Horizon using Relative Neighborhood Graphs,https://aclanthology.org/D15-1292,2015,20
Multi- and Cross-Modal Semantics Beyond Vision: Grounding in Auditory Perception,https://aclanthology.org/D15-1293,2015,61
Automatic recognition of habituals: a three-way classification of clausal aspect,https://aclanthology.org/D15-1294,2015,10
Distributed Representations for Unsupervised Semantic Role Labeling,https://aclanthology.org/D15-1295,2015,16
A Tableau Prover for Natural Logic and Language,https://aclanthology.org/D15-1296,2015,33
{JEAM}: A Novel Model for Cross-Domain Sentiment Classification Based on Emotion Analysis,https://aclanthology.org/D15-1297,2015,11
{P}hrase{RNN}: Phrase Recursive Neural Network for Aspect-based Sentiment Analysis,https://aclanthology.org/D15-1298,2015,137
{ASTD}: {A}rabic Sentiment Tweets Dataset,https://aclanthology.org/D15-1299,2015,162
Adjective Intensity and Sentiment Analysis,https://aclanthology.org/D15-1300,2015,20
The Rating Game: Sentiment Rating Reproducibility from Text,https://aclanthology.org/D15-1301,2015,6
A Multi-lingual Annotated Dataset for Aspect-Oriented Opinion Mining,https://aclanthology.org/D15-1302,2015,9
Deep Convolutional Neural Network Textual Features and Multiple Kernel Learning for Utterance-level Multimodal Sentiment Analysis,https://aclanthology.org/D15-1303,2015,286
{SLSA}: A Sentiment Lexicon for {S}tandard {A}rabic,https://aclanthology.org/D15-1304,2015,45
Reinforcing the Topic of Embeddings with Theta Pure Dependence for Text Classification,https://aclanthology.org/D15-1305,2015,1
That{'}s So Annoying!!!: A Lexical and Frame-Semantic Embedding Based Data Augmentation Approach to Automatic Categorization of Annoying Behaviors using {\#}petpeeve Tweets,https://aclanthology.org/D15-1306,2015,91
Detection of Steganographic Techniques on {T}witter,https://aclanthology.org/D15-1307,2015,4
{\#}{S}upport{T}he{C}ause: Identifying Motivations to Participate in Online Health Campaigns,https://aclanthology.org/D15-1308,2015,8
An Analysis of Domestic Abuse Discourse on {R}eddit,https://aclanthology.org/D15-1309,2015,38
{T}witter-scale New Event Detection via K-term Hashing,https://aclanthology.org/D15-1310,2015,28
Classifying Tweet Level Judgements of Rumours in Social Media,https://aclanthology.org/D15-1311,2015,51
Identification and Verification of Simple Claims about Statistical Properties,https://aclanthology.org/D15-1312,2015,27
Proceedings of the 18th Annual Conference of the European Association for Machine Translation,https://aclanthology.org/2015.eamt-1.0,2015,0
"What we want, what we need, what we absolutely can{'}t do without {--} an enterprise user{'}s perspective on machine translation technology and stuff around it",https://aclanthology.org/2015.eamt-1.1,2015,0
Exploiting portability to build an {RBMT} prototype for a new source language,https://aclanthology.org/2015.eamt-1.2,2015,0
Building hybrid machine translation systems by using an {EBMT} preprocessor to create partialtranslations,https://aclanthology.org/2015.eamt-1.3,2015,0
Using on-line available sources of bilingual information for word-level machine translation quality estimation,https://aclanthology.org/2015.eamt-1.4,2015,0
A general framework for minimizing translation effort: towards a principled combination of translation technologies in computer-aided translation,https://aclanthology.org/2015.eamt-1.5,2015,0
Can Translation Memories afford not to use paraphrasing ?,https://aclanthology.org/2015.eamt-1.6,2015,0
Dependency-based Reordering Model for Constituent Pairs in Hierarchical {SMT},https://aclanthology.org/2015.eamt-1.7,2015,0
The role of artificially generated negative data for quality estimation of machine translation,https://aclanthology.org/2015.eamt-1.8,2015,0
Document-Level Machine Translation with Word Vector Models,https://aclanthology.org/2015.eamt-1.9,2015,0
The potential and limits of lay post-editing in an online community,https://aclanthology.org/2015.eamt-1.10,2015,0
Post-Editing Evaluations: Trade-offs between Novice and Professional Participants,https://aclanthology.org/2015.eamt-1.11,2015,0
Benchmarking {SMT} Performance for {F}arsi Using the {TEP}++ Corpus,https://aclanthology.org/2015.eamt-1.12,2015,0
Dynamic Terminology Integration Methods in Statistical Machine Translation,https://aclanthology.org/2015.eamt-1.13,2015,0
Identifying main obstacles for statistical machine translation of morphologically rich {S}outh {S}lavic languages,https://aclanthology.org/2015.eamt-1.14,2015,0
Poor man{'}s lemmatisation for automatic error classification,https://aclanthology.org/2015.eamt-1.15,2015,0
Truly Exploring Multiple References for Machine Translation Evaluation,https://aclanthology.org/2015.eamt-1.16,2015,0
Searching for Context: a Study on Document-Level Labels for Translation Quality Estimation,https://aclanthology.org/2015.eamt-1.17,2015,0
Stripping Adjectives: Integration Techniques for Selective Stemming in {SMT} Systems,https://aclanthology.org/2015.eamt-1.18,2015,0
Evaluating machine translation for assimilation via a gap-filling task,https://aclanthology.org/2015.eamt-1.19,2015,3
Unsupervised training of maximum-entropy models for lexical selection i in rule-based machine translation,https://aclanthology.org/2015.eamt-1.20,2015,0
Assessing linguistically aware fuzzy matching in translation memories,https://aclanthology.org/2015.eamt-1.21,2015,0
Re-assessing the {WMT}2013 Human Evaluation with Professional Translators Trainees,https://aclanthology.org/2015.eamt-1.22,2015,0
"Integrating a Large, Monolingual Corpus as Translation Memory into Statistical Machine translation",https://aclanthology.org/2015.eamt-1.23,2015,0
{T}arget{S}ide Generation of Prepositions for {SMT},https://aclanthology.org/2015.eamt-1.24,2015,0
Word Alignment Based Parallel Corpora Evaluation and Cleaning Using Machine Learning Techniques,https://aclanthology.org/2015.eamt-1.25,2015,0
Content Translation: Computer-assisted translation tool for {W}ikipedia articles,https://aclanthology.org/2015.eamt-1.26,2015,0
Pre-reordering for Statistical Machine Translation of Non-fictional Subtitles,https://aclanthology.org/2015.eamt-1.27,2015,0
{SMT} at the International Maritime Organization experiences with combining in-house corpus with more general corpus,https://aclanthology.org/2015.eamt-1.28,2015,0
Evaluation of the domain adaptation of {MT} systems in {ACCURAT},https://aclanthology.org/2015.eamt-1.29,2015,0
{M}ixed{E}motions: Social Semantic Emotion Analysis for Innovative Multilingual Big Data Analytics Markets,https://aclanthology.org/2015.eamt-1.30,2015,0
"The {ACCEPT} Academic Portal: Bringing Together Pre-editing, {MT} and Post-editing into a Learning Environment",https://aclanthology.org/2015.eamt-1.31,2015,0
{R}ussian-{C}hinese Sentence-level Aligned News Corpus,https://aclanthology.org/2015.eamt-1.32,2015,1
{H}im{L} (Health in my Language),https://aclanthology.org/2015.eamt-1.33,2015,0
{MT}-enhanced fuzzy matching with Transit {NXT} and {STAR} {M}oses,https://aclanthology.org/2015.eamt-1.34,2015,0
{H}andy{CAT} - An Open-Source Platform for {CAT} Tool Research,https://aclanthology.org/2015.eamt-1.35,2015,0
{T}ra{MOOC}: Translation for Massive Open Online Courses,https://aclanthology.org/2015.eamt-1.36,2015,0
Streamlining Translation Workflows with Style Scorer,https://aclanthology.org/2015.eamt-1.37,2015,0
{E}stonian-{E}nglish Reversible Smart Phone Dictionary of Military Terms and Relevant Vocabulary,https://aclanthology.org/2015.eamt-1.38,2015,0
{FALCON}: Federated Active Linguistic data {C}urati{ON},https://aclanthology.org/2015.eamt-1.39,2015,0
Tapad{\'o}ir,https://aclanthology.org/2015.eamt-1.40,2015,0
{O}kapi+{Q}u{E}st: Translation Quality Estimation within Okapi,https://aclanthology.org/2015.eamt-1.41,2015,0
{CRACKER}: Cracking the Language Barrier,https://aclanthology.org/2015.eamt-1.42,2015,0
{LTC} {K}now{H}ow: Empowering the Social Enterprise in the Language Industry,https://aclanthology.org/2015.eamt-1.43,2015,0
Multi-Dialect Machine Translation ({M}u{DM}at),https://aclanthology.org/2015.eamt-1.44,2015,0
{A}bu-{M}a{T}ran: Automatic building of Machine Translation,https://aclanthology.org/2015.eamt-1.45,2015,0
{MNH}-{TT}: A Platform to Support Collaborative Translator Training,https://aclanthology.org/2015.eamt-1.46,2015,0
Smart Computer Aided Translation Environment,https://aclanthology.org/2015.eamt-1.47,2015,3
Proceedings of the 1st Deep Machine Translation Workshop,https://aclanthology.org/W15-5700,2015,0
Modelling the Adjunct/Argument Distinction in Hierarchical Phrase-Based {SMT},https://aclanthology.org/W15-5701,2015,0
Towards Deeper {MT} - A Hybrid System for {G}erman,https://aclanthology.org/W15-5702,2015,0
Splitting Compounds by Semantic Analogy,https://aclanthology.org/W15-5703,2015,18
Delimiting Morphosyntactic Search Space with Source-Side Reordering Models,https://aclanthology.org/W15-5704,2015,0
Evaluating a Machine Translation System in a Technical Support Scenario,https://aclanthology.org/W15-5705,2015,1
Development of {T}elugu-{T}amil Transfer-Based Machine Translation system: With Special reference to Divergence Index,https://aclanthology.org/W15-5706,2015,1
Deep-syntax {T}ecto{MT} for {E}nglish-{S}panish {MT},https://aclanthology.org/W15-5707,2015,0
First Steps in Using Word Senses as Contextual Features in Maxent Models for Machine Translation,https://aclanthology.org/W15-5708,2015,5
Lexical choice in Abstract Dependency Trees,https://aclanthology.org/W15-5709,2015,0
Large Scale Translation Quality Estimation,https://aclanthology.org/W15-5710,2015,5
Translation Model Interpolation for Domain Adaptation in {T}ecto{MT},https://aclanthology.org/W15-5711,2015,10
Factored models for Deep Machine Translation,https://aclanthology.org/W15-5712,2015,5
Machine Translation for Multilingual Troubleshooting in the {IT} Domain: A Comparison of Different Strategies,https://aclanthology.org/W15-5713,2015,2
Proceedings of the Second Workshop on Natural Language Processing and Linked Open Data,https://aclanthology.org/W15-5500,2015,0
Cross-lingual Event Detection in Discourse,https://aclanthology.org/W15-5501,2015,1
Generating Lexicalization Patterns for Linked Open Data,https://aclanthology.org/W15-5502,2015,8
"Small in Size, Big in Precision: A Case for Using Language-Specific Lexical Resources for Word Sense Disambiguation",https://aclanthology.org/W15-5503,2015,0
Towards the Representation of Hashtags in Linguistic Linked Open Data Format,https://aclanthology.org/W15-5504,2015,1
An Ontology-based Approach To Automatic Part-of-Speech Tagging Using Heterogeneously Annotated Corpora,https://aclanthology.org/W15-5505,2015,3
Accessing Linked Open Data via A Common Ontology,https://aclanthology.org/W15-5506,2015,4
The {G}uan{X}i network: a new multilingual {LLOD} for Language Learning applications,https://aclanthology.org/W15-5507,2015,5
"Proceedings of the Joint Workshop on Language Technology for Closely Related Languages, Varieties and Dialects",https://aclanthology.org/W15-5400,2015,0
Overview of the {DSL} Shared Task 2015,https://aclanthology.org/W15-5401,2015,97
Handling and Mining Linguistic Variation in {UGC},https://aclanthology.org/W15-5402,2015,0
Distributed Representations of Words and Documents for Discriminating Similar Languages,https://aclanthology.org/W15-5403,2015,20
Joint {B}ayesian Morphology Learning for {D}ravidian Languages,https://aclanthology.org/W15-5404,2015,2
"Use of Transformation-Based Learning in Annotation Pipeline of {I}gbo, an {A}frican Language",https://aclanthology.org/W15-5405,2015,7
{W}iki{T}rans: {S}wedish-{D}anish Machine Translation in a Constraint Grammar Framework,https://aclanthology.org/W15-5406,2015,0
Language Identification using Classifier Ensembles,https://aclanthology.org/W15-5407,2015,63
Discriminating Similar Languages with Token-Based Backoff,https://aclanthology.org/W15-5408,2015,19
{NLEL} {UPV} Autoritas Participation at Discrimination between Similar Languages ({DSL}) 2015 Shared Task,https://aclanthology.org/W15-5409,2015,10
Discriminating between Similar Languages Using {PPM},https://aclanthology.org/W15-5410,2015,12
Comparing Approaches to the Identification of Similar Languages,https://aclanthology.org/W15-5411,2015,18
A Two-level Classifier for Discriminating Similar Languages,https://aclanthology.org/W15-5412,2015,14
Experiments in Discriminating Similar Languages,https://aclanthology.org/W15-5413,2015,21
Building Monolingual Word Alignment Corpus for the Greater {C}hina Region,https://aclanthology.org/W15-5414,2015,2
The 5th Workshop on {B}alto-{S}lavic Natural Language Processing,https://aclanthology.org/W15-5300,2015,0
"{U}niversal {D}ependencies for {C}roatian (that work for {S}erbian, too)",https://aclanthology.org/W15-5301,2015,21
Analytic Morphology {--} Merging the Paradigmatic and Syntagmatic Perspective in a Treebank,https://aclanthology.org/W15-5302,2015,3
Resolving Entity Coreference in {C}roatian with a Constrained Mention-Pair Model,https://aclanthology.org/W15-5303,2015,0
Evaluation of Coreference Resolution Tools for {P}olish from the Information Extraction Perspective,https://aclanthology.org/W15-5304,2015,3
Open Relation Extraction for {P}olish: Preliminary Experiments,https://aclanthology.org/W15-5305,2015,0
Regional Linguistic Data Initiative ({R}e{LDI}),https://aclanthology.org/W15-5306,2015,6
Online Extraction of {R}ussian Multiword Expressions,https://aclanthology.org/W15-5307,2015,6
{E}-law Module Supporting Lawyers in the Process of Knowledge Discovery from Legal Documents,https://aclanthology.org/W15-5308,2015,0
Experiments on Active Learning for {C}roatian Word Sense Disambiguation,https://aclanthology.org/W15-5309,2015,3
Automatic Classification of {W}ord{N}et Morphosemantic Relations,https://aclanthology.org/W15-5310,2015,4
Applying Multi-Dimensional Analysis to a {R}ussian Webcorpus: Searching for Evidence of Genres,https://aclanthology.org/W15-5311,2015,7
"Distinctive Similarity of Clausal Coordinate Ellipsis in {R}ussian Compared to {D}utch, {E}stonian, {G}erman, and {H}ungarian",https://aclanthology.org/W15-5312,2015,0
Universalizing {B}ul{T}ree{B}ank: a Linguistic Tale about Glocalization,https://aclanthology.org/W15-5313,2015,5
Types of Aspect Terms in Aspect-Oriented Sentiment Labeling,https://aclanthology.org/W15-5314,2015,1
Authorship Attribution and Author Profiling of {L}ithuanian Literary Texts,https://aclanthology.org/W15-5315,2015,7
Classification of Short Legal {L}ithuanian Texts,https://aclanthology.org/W15-5316,2015,5
Proceedings of the Workshop Natural Language Processing for Translation Memories,https://aclanthology.org/W15-5200,2015,0
Creation of new {TM} segments: Fulfilling translators{'} wishes,https://aclanthology.org/W15-5201,2015,2
Spotting false translation segments in translation memories,https://aclanthology.org/W15-5202,2015,12
Improving Translation Memory Matching through Clause Splitting,https://aclanthology.org/W15-5203,2015,5
Improving translation memory fuzzy matching by paraphrasing,https://aclanthology.org/W15-5204,2015,7
Increasing Coverage of Translation Memories with Linguistically Motivated Segment Combination Methods,https://aclanthology.org/W15-5205,2015,2
{CAT}a{L}og: New Approaches to {TM} and Post Editing Interfaces,https://aclanthology.org/W15-5206,2015,12
Proceedings of {SLPAT} 2015: 6th Workshop on Speech and Language Processing for Assistive Technologies,https://aclanthology.org/W15-5100,2015,0
"Talking Heads, Signing Avatars and Social Robots",https://aclanthology.org/W15-5101,2015,0
Bridging the gap between sign language machine translation and sign language animation using sequence classification,https://aclanthology.org/W15-5102,2015,15
Synthesizing the finger alphabet of {S}wiss {G}erman Sign Language and evaluating the comprehensibility of the resulting animations,https://aclanthology.org/W15-5103,2015,7
Contour-based Hand Pose Recognition for Sign Language Recognition,https://aclanthology.org/W15-5104,2015,4
Synthesizing and Evaluating Animations of {A}merican {S}ign {L}anguage Verbs Modeled from Motion-Capture Data,https://aclanthology.org/W15-5105,2015,3
Evaluating a Dynamic Time Warping Based Scoring Algorithm for Facial Expressions in {ASL} Animations,https://aclanthology.org/W15-5106,2015,6
Qualitative investigation of the display of speech recognition results for communication with deaf people,https://aclanthology.org/W15-5107,2015,7
Predicting disordered speech comprehensibility from Goodness of Pronunciation scores,https://aclanthology.org/W15-5108,2015,4
Recognizing Dysarthric Speech due to Amyotrophic Lateral Sclerosis with Across-Speaker Articulatory Normalization,https://aclanthology.org/W15-5109,2015,12
Vowel Enhancement in Early Stage {S}panish Esophageal Speech Using Natural Glottal Flow Pulse and Vocal Tract Frequency Warping,https://aclanthology.org/W15-5110,2015,0
Automatic dysfluency detection in dysarthric speech using deep belief networks,https://aclanthology.org/W15-5111,2015,9
Model adaptation and adaptive training for the recognition of dysarthric speech,https://aclanthology.org/W15-5112,2015,13
Pronunciation Adaptation For Disordered Speech Recognition Using State-Specific Vectors of Phone-Cluster Adaptive Training,https://aclanthology.org/W15-5113,2015,4
"Determining an Optimal Set of Flesh Points on Tongue, Lips, and Jaw for Continuous Silent Speech Recognition",https://aclanthology.org/W15-5114,2015,11
Analysis of Dysarthric Speech using Distinctive Feature Recognition,https://aclanthology.org/W15-5115,2015,5
Generating acceptable {A}rabic Core Vocabularies and Symbols for {AAC} users,https://aclanthology.org/W15-5116,2015,0
Remote Speech Technology for Speech Professionals - the {C}loud{CAST} initiative,https://aclanthology.org/W15-5117,2015,4
Speech and language technologies for the automatic monitoring and training of cognitive functions,https://aclanthology.org/W15-5118,2015,3
Extending a {D}utch Text-to-Pictograph Converter to {E}nglish and {S}panish,https://aclanthology.org/W15-5119,2015,4
Individuality-Preserving Spectrum Modification for Articulation Disorders Using Phone Selective Synthesis,https://aclanthology.org/W15-5120,2015,1
Recognition of Distress Calls in Distant Speech Setting: a Preliminary Experiment in a Smart Home,https://aclanthology.org/W15-5121,2015,5
A Comparison of Manual and Automatic Voice Repair for Individual with Vocal Disabilities,https://aclanthology.org/W15-5122,2015,1
Using linguistic features longitudinally to predict clinical scores for {A}lzheimer{'}s disease and related dementias,https://aclanthology.org/W15-5123,2015,42
From {E}uropean {P}ortuguese to {P}ortuguese {S}ign {L}anguage,https://aclanthology.org/W15-5124,2015,4
Proceedings of the 2nd Workshop on {A}sian Translation ({WAT}2015),https://aclanthology.org/W15-5000,2015,0
Overview of the 2nd Workshop on {A}sian Translation,https://aclanthology.org/W15-5001,2015,37
System Combination of {RBMT} plus {SPE} and Preordering plus {SMT},https://aclanthology.org/W15-5002,2015,4
Neural Reranking Improves Subjective Quality of Machine Translation: {NAIST} at {WAT}2015,https://aclanthology.org/W15-5003,2015,59
{NICT} at {WAT} 2015,https://aclanthology.org/W15-5004,2015,2
Toshiba {MT} System Description for the {WAT}2015 Workshop,https://aclanthology.org/W15-5005,2015,2
{K}yoto{EBMT} System Description for the 2nd Workshop on {A}sian Translation,https://aclanthology.org/W15-5006,2015,6
Evaluating Neural Machine Translation in {E}nglish-{J}apanese Task,https://aclanthology.org/W15-5007,2015,10
{NAVER} Machine Translation System for {WAT} 2015,https://aclanthology.org/W15-5008,2015,16
An Awkward Disparity between {BLEU} / {RIBES} Scores and Human Judgements in Machine Translation,https://aclanthology.org/W15-5009,2015,12
A Dependency-to-String Model for {C}hinese-{J}apanese {SMT} System,https://aclanthology.org/W15-5010,2015,1
Sampling-based Alignment and Hierarchical Sub-sentential Alignment in {C}hinese{--}{J}apanese Translation of Patents,https://aclanthology.org/W15-5011,2015,1
{C}hinese-to-{J}apanese Patent Machine Translation based on Syntactic Pre-ordering for{WAT} 2015,https://aclanthology.org/W15-5012,2015,3
Source Phrase Segmentation and Translation for {J}apanese-{E}nglish Translation Using Dependency Structure,https://aclanthology.org/W15-5013,2015,1
Proceedings of the 15th {E}uropean Workshop on Natural Language Generation ({ENLG}),https://aclanthology.org/W15-4700,2015,0
A Simple Surface Realization Engine for {T}elugu,https://aclanthology.org/W15-4701,2015,6
Input Seed Features for Guiding the Generation Process: A Statistical Approach for {S}panish,https://aclanthology.org/W15-4702,2015,4
A Domain Agnostic Approach to Verbalizing n-ary Events without Parallel Corpora,https://aclanthology.org/W15-4703,2015,0
Inducing Clause-Combining Rules: A Case Study with the {SP}a{RK}y Restaurant Corpus,https://aclanthology.org/W15-4704,2015,4
Reading Times Predict the Quality of Generated Text Above and Beyond Human Ratings,https://aclanthology.org/W15-4705,2015,3
Moving Targets: Human References to Unstable Landmarks,https://aclanthology.org/W15-4706,2015,0
A Framework for the Generation of Computer System Diagnostics in Natural Language using Finite State Methods,https://aclanthology.org/W15-4707,2015,4
A Snapshot of {NLG} Evaluation Practices 2005 - 2014,https://aclanthology.org/W15-4708,2015,28
{J}apanese Word Reordering Executed Concurrently with Dependency Parsing and Its Evaluation,https://aclanthology.org/W15-4709,2015,0
Sentence Ordering in Electronic Navigational Chart Companion Text Generation,https://aclanthology.org/W15-4710,2015,2
Natural Language Generation from Pictographs,https://aclanthology.org/W15-4711,2015,8
Translating {I}talian to {LIS} in the Rail Stations,https://aclanthology.org/W15-4712,2015,1
Response Generation in Dialogue Using a Tailored {PCFG} Parser,https://aclanthology.org/W15-4713,2015,3
Generating R{\'e}cit from Sensor Data: Evaluation of a Task Model for Story Planning and Preliminary Experiments with {GPS} Data,https://aclanthology.org/W15-4714,2015,3
