title,url,year,citations
What You Need to Know about {C}hinese for {C}hinese Language Processing,https://aclanthology.org/P15-5008,2015,0
Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 2: Short Papers),https://aclanthology.org/P15-2000,2015,0
A Framework for the Construction of Monolingual and Cross-lingual Word Similarity Datasets,https://aclanthology.org/P15-2001,2015,49
On metric embedding for boosting semantic similarity computations,https://aclanthology.org/P15-2002,2015,7
Improving Distributed Representation of Word Sense via {W}ord{N}et Gloss Composition and Context Clustering,https://aclanthology.org/P15-2003,2015,31
A Multitask Objective to Inject Lexical Contrast into Distributional Semantics,https://aclanthology.org/P15-2004,2015,35
Semi-Stacking for Semi-supervised Sentiment Classification,https://aclanthology.org/P15-2005,2015,12
Deep {M}arkov Neural Network for Sequential Data Classification,https://aclanthology.org/P15-2006,2015,5
Semantic Analysis and Helpfulness Prediction of Text for Online Product Reviews,https://aclanthology.org/P15-2007,2015,57
Document Classification by Inversion of Distributed Language Representations,https://aclanthology.org/P15-2008,2015,69
Using Tweets to Help Sentence Compression for News Highlights Generation,https://aclanthology.org/P15-2009,2015,2
Domain-Specific Paraphrase Extraction,https://aclanthology.org/P15-2010,2015,6
Simplifying Lexical Simplification: Do We Need Simplified Corpora?,https://aclanthology.org/P15-2011,2015,108
{Z}oom: a corpus of natural language descriptions of map locations,https://aclanthology.org/P15-2012,2015,0
Generating overspecified referring expressions: the role of discrimination,https://aclanthology.org/P15-2013,2015,1
Using prosodic annotations to improve coreference resolution of spoken text,https://aclanthology.org/P15-2014,2015,11
Spectral Semi-Supervised Discourse Relation Classification,https://aclanthology.org/P15-2015,2015,12
{I} do not disagree: leveraging monolingual alignment to detect disagreement in dialogue,https://aclanthology.org/P15-2016,2015,1
Language Models for Image Captioning: The Quirks and What Works,https://aclanthology.org/P15-2017,2015,221
A Distributed Representation Based Query Expansion Approach for Image Captioning,https://aclanthology.org/P15-2018,2015,29
Learning language through pictures,https://aclanthology.org/P15-2019,2015,45
Exploiting Image Generality for Lexical Entailment Detection,https://aclanthology.org/P15-2020,2015,52
Lexicon Stratification for Translating Out-of-Vocabulary Words,https://aclanthology.org/P15-2021,2015,16
Recurrent Neural Network based Rule Sequence Model for Statistical Machine Translation,https://aclanthology.org/P15-2022,2015,8
Discriminative Preordering Meets Kendall{'}s $\tau$ Maximization,https://aclanthology.org/P15-2023,2015,17
Evaluating Machine Translation Systems with Second Language Proficiency Tests,https://aclanthology.org/P15-2024,2015,4
Representation Based Translation Evaluation Metrics,https://aclanthology.org/P15-2025,2015,15
Exploring the Planet of the {APE}s: a Comparative Study of State-of-the-art Methods for {MT} Automatic Post-Editing,https://aclanthology.org/P15-2026,2015,41
Efficient Learning for Undirected Topic Models,https://aclanthology.org/P15-2027,2015,0
A Hassle-Free Unsupervised Domain Adaptation Method Using Instance Similarity Features,https://aclanthology.org/P15-2028,2015,9
Dependency-based Convolutional Neural Networks for Sentence Embedding,https://aclanthology.org/P15-2029,2015,95
Non-Linear Text Regression with a Deep Convolutional Neural Network,https://aclanthology.org/P15-2030,2015,25
A Unified Learning Framework of Skip-Grams and Global Vectors,https://aclanthology.org/P15-2031,2015,17
Pre-training of Hidden-Unit {CRF}s,https://aclanthology.org/P15-2032,2015,18
Distributional Neural Networks for Automatic Resolution of Crossword Puzzles,https://aclanthology.org/P15-2033,2015,5
Word Order Typology through Multilingual Word Alignment,https://aclanthology.org/P15-2034,2015,33
Measuring idiosyncratic interests in children with autism,https://aclanthology.org/P15-2035,2015,5
Frame-Semantic Role Labeling with Heterogeneous Annotations,https://aclanthology.org/P15-2036,2015,56
Semantic Interpretation of Superlative Expressions via Structured Knowledge Bases,https://aclanthology.org/P15-2037,2015,2
Grounding Semantics in Olfactory Perception,https://aclanthology.org/P15-2038,2015,34
Word-based {J}apanese typed dependency parsing with grammatical function analysis,https://aclanthology.org/P15-2039,2015,4
{KL}cpos3 - a Language Similarity Measure for Delexicalized Parser Transfer,https://aclanthology.org/P15-2040,2015,39
{CCG} Supertagging with a Recurrent Neural Network,https://aclanthology.org/P15-2041,2015,50
An Efficient Dynamic Oracle for Unrestricted Non-Projective Parsing,https://aclanthology.org/P15-2042,2015,19
Synthetic Word Parsing Improves {C}hinese Word Segmentation,https://aclanthology.org/P15-2043,2015,4
If all you have is a bit of the {B}ible: Learning {POS} taggers for truly low-resource languages,https://aclanthology.org/P15-2044,2015,58
Improving distant supervision using inference learning,https://aclanthology.org/P15-2045,2015,11
A Lexicalized Tree Kernel for Open Information Extraction,https://aclanthology.org/P15-2046,2015,5
A Dependency-Based Neural Network for Relation Classification,https://aclanthology.org/P15-2047,2015,180
Embedding Methods for Fine Grained Entity Type Classification,https://aclanthology.org/P15-2048,2015,88
Sieve-Based Entity Linking for the Biomedical Domain,https://aclanthology.org/P15-2049,2015,49
Open {IE} as an Intermediate Structure for Semantic Tasks,https://aclanthology.org/P15-2050,2015,49
Recovering dropped pronouns from {C}hinese text messages,https://aclanthology.org/P15-2051,2015,13
The Users Who Say {`}Ni{'}: Audience Identification in {C}hinese-language Restaurant Reviews,https://aclanthology.org/P15-2052,2015,0
{C}hinese Zero Pronoun Resolution: A Joint Unsupervised Discourse-Aware Model Rivaling State-of-the-Art Resolvers,https://aclanthology.org/P15-2053,2015,21
Co-Simmate: Quick Retrieving All Pairwise Co-Simrank Scores,https://aclanthology.org/P15-2054,2015,6
Retrieval of Research-level Mathematical Information Needs: A Test Collection and Technical Terminology Experiment,https://aclanthology.org/P15-2055,2015,6
Learning to Mine Query Subtopics from Query Log,https://aclanthology.org/P15-2056,2015,5
Learning Topic Hierarchies for {W}ikipedia Categories,https://aclanthology.org/P15-2057,2015,6
Semantic Clustering and Convolutional Neural Network for Short Text Categorization,https://aclanthology.org/P15-2058,2015,156
Document Level Time-anchoring for {T}ime{L}ine Extraction,https://aclanthology.org/P15-2059,2015,13
Event Detection and Domain Adaptation with Convolutional Neural Networks,https://aclanthology.org/P15-2060,2015,213
Seed-Based Event Trigger Labeling: How far can event descriptions get us?,https://aclanthology.org/P15-2061,2015,25
An Empirical Study of {C}hinese Name Matching and Applications,https://aclanthology.org/P15-2062,2015,7
Language Identification and Modeling in Specialized Hardware,https://aclanthology.org/P15-2063,2015,2
Cross-lingual Transfer of Named Entity Recognizers without Parallel Corpora,https://aclanthology.org/P15-2064,2015,30
Robust Multi-Relational Clustering via $\ell_1$-Norm Symmetric Nonnegative Matrix Factorization,https://aclanthology.org/P15-2065,2015,3
Painless Labeling with Application to Text Mining,https://aclanthology.org/P15-2066,2015,0
{F}rame{N}et+: Fast Paraphrastic Tripling of {F}rame{N}et,https://aclanthology.org/P15-2067,2015,49
{IWNLP}: Inverse {W}iktionary for Natural Language Processing,https://aclanthology.org/P15-2068,2015,12
{TR}9856: A Multi-word Term Relatedness Benchmark,https://aclanthology.org/P15-2069,2015,12
"{PPDB} 2.0: Better paraphrase ranking, fine-grained entailment relations, word embeddings, and style classification",https://aclanthology.org/P15-2070,2015,221
Automatic Discrimination between Cognates and Borrowings,https://aclanthology.org/P15-2071,2015,12
The Media Frames Corpus: Annotations of Frames Across Issues,https://aclanthology.org/P15-2072,2015,84
delta{BLEU}: A Discriminative Metric for Generation Tasks with Intrinsically Diverse Targets,https://aclanthology.org/P15-2073,2015,116
{T}ibetan Unknown Word Identification from News Corpora for Supporting Lexicon-based {T}ibetan Word Segmentation,https://aclanthology.org/P15-2074,2015,5
Learning Lexical Embeddings with Syntactic and Lexicographic Knowledge,https://aclanthology.org/P15-2075,2015,16
Non-distributional Word Vector Representations,https://aclanthology.org/P15-2076,2015,73
Early and Late Combinations of Criteria for Reranking Distributional Thesauri,https://aclanthology.org/P15-2077,2015,3
Dependency length minimisation effects in short spans: a large-scale analysis of adjective placement in complex noun phrases,https://aclanthology.org/P15-2078,2015,24
Tagging Performance Correlates with Author Age,https://aclanthology.org/P15-2079,2015,53
User Based Aggregation for Biterm Topic Model,https://aclanthology.org/P15-2080,2015,23
The Fixed-Size Ordinally-Forgetting Encoding Method for Neural Network Language Models,https://aclanthology.org/P15-2081,2015,64
Unsupervised Decomposition of a Multi-Author Document Based on Naive-{B}ayesian Model,https://aclanthology.org/P15-2082,2015,8
Extended Topic Model for Word Dependency,https://aclanthology.org/P15-2083,2015,11
Dependency Recurrent Neural Language Models for Sentence Completion,https://aclanthology.org/P15-2084,2015,43
Point Process Modelling of Rumour Dynamics in Social Media,https://aclanthology.org/P15-2085,2015,30
Learning Hidden {M}arkov Models with Distributed State Representations for Domain Adaptation,https://aclanthology.org/P15-2086,2015,4
{MT} Quality Estimation for Computer-assisted Translation: Does it Really Help?,https://aclanthology.org/P15-2087,2015,11
Context-Dependent Translation Selection Using Convolutional Neural Network,https://aclanthology.org/P15-2088,2015,23
Learning Word Reorderings for Hierarchical Phrase-based Statistical Machine Translation,https://aclanthology.org/P15-2089,2015,4
{UNRAVEL}{---}{A} Decipherment Toolkit,https://aclanthology.org/P15-2090,2015,3
Multi-Pass Decoding With Complex Feature Guidance for Statistical Machine Translation,https://aclanthology.org/P15-2091,2015,3
What{'}s in a Domain? Analyzing Genre and Topic Differences in Statistical Machine Translation,https://aclanthology.org/P15-2092,2015,24
Learning Cross-lingual Word Embeddings via Matrix Co-factorization,https://aclanthology.org/P15-2093,2015,45
Improving Pivot Translation by Remembering the Pivot,https://aclanthology.org/P15-2094,2015,5
{B}raille{SUM}: A News Summarization System for the Blind and Visually Impaired People,https://aclanthology.org/P15-2095,2015,0
Automatic Identification of Age-Appropriate Ratings of Song Lyrics,https://aclanthology.org/P15-2096,2015,3
Ground Truth for Grammatical Error Correction Metrics,https://aclanthology.org/P15-2097,2015,89
Radical Embedding: Delving Deeper to {C}hinese Radicals,https://aclanthology.org/P15-2098,2015,39
Automatic Detection of Sentence Fragments,https://aclanthology.org/P15-2099,2015,3
A Computational Approach to Automatic Prediction of Drunk-Texting,https://aclanthology.org/P15-2100,2015,9
Reducing infrequent-token perplexity via variational corpora,https://aclanthology.org/P15-2101,2015,5
A Hierarchical Knowledge Representation for Expert Finding on Social Media,https://aclanthology.org/P15-2102,2015,2
"Tackling Sparsity, the Achilles Heel of Social Networks: Language Model Smoothing via Social Regularization",https://aclanthology.org/P15-2103,2015,8
{T}witter User Geolocation Using a Unified Text and Network Prediction Model,https://aclanthology.org/P15-2104,2015,63
Automatic Keyword Extraction on {T}witter,https://aclanthology.org/P15-2105,2015,40
Towards a Contextual Pragmatic Model to Detect Irony in Tweets,https://aclanthology.org/P15-2106,2015,53
Annotation and Classification of an Email Importance Corpus,https://aclanthology.org/P15-2107,2015,3
Lexical Comparison Between {W}ikipedia and {T}witter Corpora by Using Word Embeddings,https://aclanthology.org/P15-2108,2015,24
The Discovery of Natural Typing Annotations: User-produced Potential {C}hinese Word Delimiters,https://aclanthology.org/P15-2109,2015,1
One Tense per Scene: Predicting Tense in {C}hinese Conversations,https://aclanthology.org/P15-2110,2015,1
A Language-Independent Feature Schema for Inflectional Morphology,https://aclanthology.org/P15-2111,2015,64
Rhetoric Map of an Answer to Compound Queries,https://aclanthology.org/P15-2112,2015,19
Thread-Level Information for Comment Classification in Community Question Answering,https://aclanthology.org/P15-2113,2015,38
Learning Hybrid Representations to Retrieve Semantically Equivalent Questions,https://aclanthology.org/P15-2114,2015,80
"Machine Comprehension with Syntax, Frames, and Semantics",https://aclanthology.org/P15-2115,2015,87
A Long Short-Term Memory Model for Answer Sentence Selection in Question Answering,https://aclanthology.org/P15-2116,2015,292
Answer Sequence Learning with Neural Networks for Answer Selection in Community Question Answering,https://aclanthology.org/P15-2117,2015,53
Bilingual Word Embeddings from Non-Parallel Document-Aligned Data Applied to Bilingual Lexicon Induction,https://aclanthology.org/P15-2118,2015,118
How Well Do Distributional Models Capture Different Types of Semantic Knowledge?,https://aclanthology.org/P15-2119,2015,55
Low-Rank Tensors for Verbs in Compositional Distributional Semantics,https://aclanthology.org/P15-2120,2015,19
Constrained Semantic Forests for Improved Discriminative Semantic Parsing,https://aclanthology.org/P15-2121,2015,8
Automatic Identification of Rhetorical Questions,https://aclanthology.org/P15-2122,2015,13
Lifelong Learning for Sentiment Classification,https://aclanthology.org/P15-2123,2015,106
Harnessing Context Incongruity for Sarcasm Detection,https://aclanthology.org/P15-2124,2015,173
Emotion Detection in Code-switching Texts via Bilingual and Sentimental Information,https://aclanthology.org/P15-2125,2015,16
Model Adaptation for Personalized Opinion Analysis,https://aclanthology.org/P15-2126,2015,12
Linguistic Template Extraction for Recognizing Reader-Emotion and Emotional Resonance Writing Assistance,https://aclanthology.org/P15-2127,2015,19
Aspect-Level Cross-lingual Sentiment Classification with Constrained {SMT},https://aclanthology.org/P15-2128,2015,15
Predicting Valence-Arousal Ratings of Words Using a Weighted Graph Method,https://aclanthology.org/P15-2129,2015,34
Multi-domain Dialog State Tracking using Recurrent Neural Networks,https://aclanthology.org/P15-2130,2015,149
Dialogue Management based on Sentence Clustering,https://aclanthology.org/P15-2131,2015,4
Compact Lexicon Selection with Spectral Methods,https://aclanthology.org/P15-2132,2015,14
The Impact of Listener Gaze on Predicting Reference Resolution,https://aclanthology.org/P15-2133,2015,3
A Simultaneous Recognition Framework for the Spoken Language Understanding Module of Intelligent Personal Assistant Software on Smart Phones,https://aclanthology.org/P15-2134,2015,4
A Deeper Exploration of the Standard {PB}-{SMT} Approach to Text Simplification and its Evaluation,https://aclanthology.org/P15-2135,2015,38
Learning Summary Prior Representation for Extractive Summarization,https://aclanthology.org/P15-2136,2015,89
A Methodology for Evaluating Timeline Generation Algorithms based on Deep Semantic Units,https://aclanthology.org/P15-2137,2015,4
Unsupervised extractive summarization via coverage maximization with syntactic and semantic concepts,https://aclanthology.org/P15-2138,2015,19
Low Resource Dependency Parsing: Cross-lingual Parameter Sharing in a Neural Network Parser,https://aclanthology.org/P15-2139,2015,176
Semantic Structure Analysis of Noun Phrases using {A}bstract {M}eaning {R}epresentation,https://aclanthology.org/P15-2140,2015,10
Boosting Transition-based {AMR} Parsing with Refined Actions and Auxiliary Analyzers,https://aclanthology.org/P15-2141,2015,64
Generative Incremental Dependency Parsing with Neural Networks,https://aclanthology.org/P15-2142,2015,14
Labeled Grammar Induction with Minimal Supervision,https://aclanthology.org/P15-2143,2015,8
On the Importance of Ezafe Construction in {P}ersian Parsing,https://aclanthology.org/P15-2144,2015,10
Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),https://aclanthology.org/P15-1000,2015,0
On Using Very Large Target Vocabulary for Neural Machine Translation,https://aclanthology.org/P15-1001,2015,767
Addressing the Rare Word Problem in Neural Machine Translation,https://aclanthology.org/P15-1002,2015,611
Encoding Source Language with Convolutional Neural Network for Machine Translation,https://aclanthology.org/P15-1003,2015,94
Statistical Machine Translation Features with Multitask Tensor Networks,https://aclanthology.org/P15-1004,2015,16
Describing Images using Inferred Visual Dependency Representations,https://aclanthology.org/P15-1005,2015,42
Text to 3{D} Scene Generation with Rich Lexical Grounding,https://aclanthology.org/P15-1006,2015,60
{M}ulti{G}ran{CNN}: An Architecture for General Matching of Text Chunks on Multiple Levels of Granularity,https://aclanthology.org/P15-1007,2015,60
Weakly Supervised Models of Aspect-Sentiment for Online Course Discussion Forums,https://aclanthology.org/P15-1008,2015,49
Semantically Smooth Knowledge Graph Embedding,https://aclanthology.org/P15-1009,2015,98
{S}ens{E}mbed: Learning Sense Embeddings for Word and Relational Similarity,https://aclanthology.org/P15-1010,2015,254
Revisiting Word Embedding for Contrasting Meaning,https://aclanthology.org/P15-1011,2015,44
Joint Models of Disagreement and Stance in Online Debate,https://aclanthology.org/P15-1012,2015,93
Low-Rank Regularization for Sparse Conjunctive Feature Spaces: An Application to Named Entity Classification,https://aclanthology.org/P15-1013,2015,8
Learning Word Representations by Jointly Modeling Syntagmatic and Paradigmatic Relations,https://aclanthology.org/P15-1014,2015,45
Learning Dynamic Feature Selection for Fast Sequential Prediction,https://aclanthology.org/P15-1015,2015,14
Compositional Vector Space Models for Knowledge Base Completion,https://aclanthology.org/P15-1016,2015,183
Event Extraction via Dynamic Multi-Pooling Convolutional Neural Networks,https://aclanthology.org/P15-1017,2015,331
Stacked Ensembles of Information Extractors for Knowledge-Base Population,https://aclanthology.org/P15-1018,2015,31
Generative Event Schema Induction with Entity Disambiguation,https://aclanthology.org/P15-1019,2015,40
Syntax-based Simultaneous Translation through Prediction of Unseen Syntactic Constituents,https://aclanthology.org/P15-1020,2015,24
Efficient Top-Down {BTG} Parsing for Machine Translation Preordering,https://aclanthology.org/P15-1021,2015,29
Online Multitask Learning for Machine Translation Quality Estimation,https://aclanthology.org/P15-1022,2015,18
A Context-Aware Topic Model for Statistical Machine Translation,https://aclanthology.org/P15-1023,2015,13
Learning Answer-Entailing Structures for Machine Comprehension,https://aclanthology.org/P15-1024,2015,50
Learning Continuous Word Embedding with Metadata for Question Retrieval in Community Question Answering,https://aclanthology.org/P15-1025,2015,152
Question Answering over {F}reebase with Multi-Column Convolutional Neural Networks,https://aclanthology.org/P15-1026,2015,289
Hubness and Pollution: Delving into Cross-Space Mapping for Zero-Shot Learning,https://aclanthology.org/P15-1027,2015,155
A Generalisation of Lexical Functions for Composition in Distributional Semantics,https://aclanthology.org/P15-1028,2015,10
Simple Learning and Compositional Application of Perceptually Grounded Word Meanings for Incremental Reference Resolution,https://aclanthology.org/P15-1029,2015,64
Neural {CRF} Parsing,https://aclanthology.org/P15-1030,2015,105
An Effective Neural Network Model for Graph-based Dependency Parsing,https://aclanthology.org/P15-1031,2015,51
Structured Training for Neural Network Transition-Based Parsing,https://aclanthology.org/P15-1032,2015,196
Transition-Based Dependency Parsing with Stack Long Short-Term Memory,https://aclanthology.org/P15-1033,2015,652
Leveraging Linguistic Structure For Open Domain Information Extraction,https://aclanthology.org/P15-1034,2015,390
Joint Information Extraction and Reasoning: A Scalable Statistical Relational Learning Approach,https://aclanthology.org/P15-1035,2015,13
A Knowledge-Intensive Model for Prepositional Phrase Attachment,https://aclanthology.org/P15-1036,2015,16
A Convolution Kernel Approach to Identifying Comparisons in Text,https://aclanthology.org/P15-1037,2015,6
It Depends: Dependency Parser Comparison Using A Web-based Evaluation Tool,https://aclanthology.org/P15-1038,2015,105
Generating High Quality Proposition {B}anks for Multilingual Semantic Role Labeling,https://aclanthology.org/P15-1039,2015,50
Aligning Opinions: Cross-Lingual Opinion Mining with Dependencies,https://aclanthology.org/P15-1040,2015,14
Learning to Adapt Credible Knowledge in Cross-lingual Sentiment Analysis,https://aclanthology.org/P15-1041,2015,21
Learning Bilingual Sentiment Word Embeddings for Cross-language Sentiment Classification,https://aclanthology.org/P15-1042,2015,62
Content Models for Survey Generation: A Factoid-Based Evaluation,https://aclanthology.org/P15-1043,2015,7
Training a Natural Language Generator From Unaligned Data,https://aclanthology.org/P15-1044,2015,40
Event-Driven Headline Generation,https://aclanthology.org/P15-1045,2015,19
New Transfer Learning Techniques for Disparate Label Sets,https://aclanthology.org/P15-1046,2015,57
Matrix Factorization with Knowledge Graph Propagation for Unsupervised Spoken Language Understanding,https://aclanthology.org/P15-1047,2015,32
Efficient Disfluency Detection with Transition-based Parsing,https://aclanthology.org/P15-1048,2015,14
{S}-{MART}: Novel Tree-based Structured Learning Algorithms Applied to Tweet Entity Linking,https://aclanthology.org/P15-1049,2015,76
Entity Retrieval via Entity Factoid Hierarchy,https://aclanthology.org/P15-1050,2015,7
Encoding Distributional Semantics into Triple-Based Knowledge Ranking for Document Enrichment,https://aclanthology.org/P15-1051,2015,7
A Strategic Reasoning Model for Generating Alternative Answers,https://aclanthology.org/P15-1052,2015,6
Modeling Argument Strength in Student Essays,https://aclanthology.org/P15-1053,2015,88
Summarization of Multi-Document Topic Hierarchies using Submodular Mixtures,https://aclanthology.org/P15-1054,2015,16
Learning to Explain Entity Relationships in Knowledge Graphs,https://aclanthology.org/P15-1055,2015,51
Bring you to the past: Automatic Generation of Topically Relevant Event Chronicles,https://aclanthology.org/P15-1056,2015,20
Context-aware Entity Morph Decoding,https://aclanthology.org/P15-1057,2015,11
Multi-Objective Optimization for the Joint Disambiguation of Nouns and Named Entities,https://aclanthology.org/P15-1058,2015,31
Building a Scientific Concept Hierarchy Database ({SCHB}ase),https://aclanthology.org/P15-1059,2015,14
Sentiment-Aspect Extraction based on Restricted Boltzmann Machines,https://aclanthology.org/P15-1060,2015,44
Classifying Relations by Ranking with Convolutional Neural Networks,https://aclanthology.org/P15-1061,2015,426
Semantic Representations for Domain Adaptation: A Case Study on the Tree Kernel-based Method for Relation Extraction,https://aclanthology.org/P15-1062,2015,30
"Omnia Mutantur, Nihil Interit: Connecting Past with Present by Finding Corresponding Terms across Time",https://aclanthology.org/P15-1063,2015,30
Negation and Speculation Identification in {C}hinese Language,https://aclanthology.org/P15-1064,2015,22
Learning Relational Features with Backward Random Walks,https://aclanthology.org/P15-1065,2015,28
Learning the Semantics of Manipulation Action,https://aclanthology.org/P15-1066,2015,16
Knowledge Graph Embedding via Dynamic Mapping Matrix,https://aclanthology.org/P15-1067,2015,619
How Far are We from Fully Automatic High Quality Grammatical Error Correction?,https://aclanthology.org/P15-1068,2015,47
Knowledge Portability with Semantic Expansion of Ontology Labels,https://aclanthology.org/P15-1069,2015,16
Automatic disambiguation of {E}nglish puns,https://aclanthology.org/P15-1070,2015,48
Unsupervised Cross-Domain Word Representation Learning,https://aclanthology.org/P15-1071,2015,63
A Unified Multilingual Semantic Representation of Concepts,https://aclanthology.org/P15-1072,2015,57
Demographic Factors Improve Classification Performance,https://aclanthology.org/P15-1073,2015,100
Vector-space calculation of semantic surprisal for predicting word pronunciation duration,https://aclanthology.org/P15-1074,2015,9
Efficient Methods for Inferring Large Sparse Topic Hierarchies,https://aclanthology.org/P15-1075,2015,8
Trans-dimensional Random Fields for Language Modeling,https://aclanthology.org/P15-1076,2015,13
{G}aussian {LDA} for Topic Models with Word Embeddings,https://aclanthology.org/P15-1077,2015,233
Pairwise Neural Machine Translation Evaluation,https://aclanthology.org/P15-1078,2015,36
String-to-Tree Multi Bottom-up Tree Transducers,https://aclanthology.org/P15-1079,2015,8
Non-linear Learning for Statistical Machine Translation,https://aclanthology.org/P15-1080,2015,2
Unifying {B}ayesian Inference and Vector Space Models for Improved Decipherment,https://aclanthology.org/P15-1081,2015,15
Non-projective Dependency-based Pre-Reordering with Recurrent Neural Network for Machine Translation,https://aclanthology.org/P15-1082,2015,14
Detecting Deceptive Groups Using Conversations and Network Analysis,https://aclanthology.org/P15-1083,2015,11
{W}iki{K}reator: Improving {W}ikipedia Stubs Automatically,https://aclanthology.org/P15-1084,2015,15
Language to Code: Learning Semantic Parsers for If-This-Then-That Recipes,https://aclanthology.org/P15-1085,2015,110
Deep Questions without Deep Understanding,https://aclanthology.org/P15-1086,2015,75
The {NL}2{KR} Platform for building Natural Language Translation Systems,https://aclanthology.org/P15-1087,2015,16
Multiple Many-to-Many Sequence Alignment for Combining String-Valued Variables: A {G}2{P} Experiment,https://aclanthology.org/P15-1088,2015,7
Tweet Normalization with Syllables,https://aclanthology.org/P15-1089,2015,11
Improving Named Entity Recognition in Tweets via Detecting Non-Standard Words,https://aclanthology.org/P15-1090,2015,16
A Unified Kernel Approach for Learning Typed Sentence Rewritings,https://aclanthology.org/P15-1091,2015,4
Perceptually Grounded Selectional Preferences,https://aclanthology.org/P15-1092,2015,11
Joint Case Argument Identification for {J}apanese Predicate Argument Structure Analysis,https://aclanthology.org/P15-1093,2015,18
Jointly optimizing word representations for lexical and sentential tasks with the {C}-{PHRASE} model,https://aclanthology.org/P15-1094,2015,46
Robust Subgraph Generation Improves {A}bstract {M}eaning {R}epresentation Parsing,https://aclanthology.org/P15-1095,2015,46
Environment-Driven Lexicon Induction for High-Level Instructions,https://aclanthology.org/P15-1096,2015,41
Structural Representations for Learning Relations between Pairs of Texts,https://aclanthology.org/P15-1097,2015,46
Learning Semantic Representations of Users and Products for Document Level Sentiment Classification,https://aclanthology.org/P15-1098,2015,248
Towards Debugging Sentiment Lexicons,https://aclanthology.org/P15-1099,2015,9
"Sparse, Contextually Informed Models for Irony Detection: Exploiting User Communities, Entities and Sentiment",https://aclanthology.org/P15-1100,2015,60
Sentence-level Emotion Classification with Label and Context Dependence,https://aclanthology.org/P15-1101,2015,55
Co-training for Semi-supervised Sentiment Classification Based on Dual-view Bags-of-words Representation,https://aclanthology.org/P15-1102,2015,22
Improving social relationships in face-to-face human-agent interactions: when the agent wants to know user{'}s likes and dislikes,https://aclanthology.org/P15-1103,2015,15
Learning Word Representations from Scarce and Noisy Data with Embedding Subspaces,https://aclanthology.org/P15-1104,2015,27
Automatic Spontaneous Speech Grading: A Novel Feature Derivation Technique using the Crowd,https://aclanthology.org/P15-1105,2015,7
Driving {ROVER} with Segment-based {ASR} Quality Estimation,https://aclanthology.org/P15-1106,2015,15
A Hierarchical Neural Autoencoder for Paragraphs and Documents,https://aclanthology.org/P15-1107,2015,482
Joint Dependency Parsing and Multiword Expression Tokenization,https://aclanthology.org/P15-1108,2015,31
End-to-end learning of semantic role labeling using recurrent neural networks,https://aclanthology.org/P15-1109,2015,279
Feature Optimization for Constituent Parsing via Neural Networks,https://aclanthology.org/P15-1110,2015,17
Identifying Cascading Errors using Constraints in Dependency Parsing,https://aclanthology.org/P15-1111,2015,6
A Re-ranking Model for Dependency Parser with Recursive Convolutional Neural Network,https://aclanthology.org/P15-1112,2015,40
Transition-based Neural Constituent Parsing,https://aclanthology.org/P15-1113,2015,63
Feature Selection in Kernel Space: A Case Study on Dependency Parsing,https://aclanthology.org/P15-1114,2015,1
Semantic Role Labeling Improves Incremental Parsing,https://aclanthology.org/P15-1115,2015,5
Discontinuous Incremental Shift-reduce Parsing,https://aclanthology.org/P15-1116,2015,27
A Neural Probabilistic Structured-Prediction Model for Transition-Based Dependency Parsing,https://aclanthology.org/P15-1117,2015,85
Parsing Paraphrases with Joint Inference,https://aclanthology.org/P15-1118,2015,7
Cross-lingual Dependency Parsing Based on Distributed Representations,https://aclanthology.org/P15-1119,2015,147
Can Natural Language Processing Become Natural Language Coaching?,https://aclanthology.org/P15-1120,2015,11
Machine Comprehension with Discourse Relations,https://aclanthology.org/P15-1121,2015,47
Implicit Role Linking on {C}hinese Discourse: Exploiting Explicit Roles and Frame-to-Frame Relations,https://aclanthology.org/P15-1122,2015,3
Discourse-sensitive Automatic Identification of Generic Expressions,https://aclanthology.org/P15-1123,2015,16
Model-based Word Embeddings from Decompositions of Count Matrices,https://aclanthology.org/P15-1124,2015,54
Entity Hierarchy Embedding,https://aclanthology.org/P15-1125,2015,54
Orthogonality of Syntax and Semantics within Distributional Spaces,https://aclanthology.org/P15-1126,2015,11
Scalable Semantic Parsing with Partial Ontologies,https://aclanthology.org/P15-1127,2015,31
Semantic Parsing via Staged Query Graph Generation: Question Answering with Knowledge Base,https://aclanthology.org/P15-1128,2015,440
Building a Semantic Parser Overnight,https://aclanthology.org/P15-1129,2015,205
Predicting Polarities of Tweets by Composing Word Embeddings with Long Short-Term Memory,https://aclanthology.org/P15-1130,2015,188
Topic Modeling based Sentiment Analysis on Social Media for Stock Market Prediction,https://aclanthology.org/P15-1131,2015,115
Learning Tag Embeddings and Tag-specific Composition Functions in Recursive Neural Network,https://aclanthology.org/P15-1132,2015,54
A convex and feature-rich discriminative approach to dependency grammar induction,https://aclanthology.org/P15-1133,2015,19
Parse Imputation for Dependency Annotations,https://aclanthology.org/P15-1134,2015,8
Probing the Linguistic Strengths and Limitations of Unsupervised Grammar Induction,https://aclanthology.org/P15-1135,2015,13
Entity-Centric Coreference Resolution with Model Stacking,https://aclanthology.org/P15-1136,2015,143
