Unique Word,Year,Count,Slope
cognitive model,1982,1,-0.6364207793392669
cognitive model,1983,0,-0.5766989796166575
cognitive model,1984,0,-0.42162208339394186
cognitive model,1985,0,-0.22440028606769122
cognitive model,1986,1,-0.04136047532397885
cognitive model,1987,0,0.08352254213425972
cognitive model,1988,0,0.13147863722954467
cognitive model,1989,0,0.11213407857457305
cognitive model,1990,0,0.056472195986169496
cognitive model,1991,0,0.0026938863128198876
cognitive model,1992,1,-0.019433189039151755
cognitive model,1993,0,0.00019682390178549225
cognitive model,1994,1,0.049301003421138884
cognitive model,1995,0,0.09973073053592352
cognitive model,1996,0,0.12044300541017769
cognitive model,1997,0,0.09167469446323012
cognitive model,1998,2,0.014642994756255967
cognitive model,1999,1,-0.08717180880860703
cognitive model,2000,0,-0.17586337952164122
cognitive model,2001,0,-0.21322591953089476
cognitive model,2002,0,-0.1758474796649012
cognitive model,2003,0,-0.06534263354835226
cognitive model,2004,0,0.09040645324611221
cognitive model,2005,0,0.24584023472972194
cognitive model,2006,1,0.3533030031894717
cognitive model,2007,1,0.38007148839842664
cognitive model,2008,1,0.32058189740576704
cognitive model,2009,1,0.19919676588932933
cognitive model,2010,2,0.06219547073155174
cognitive model,2011,1,-0.03842737393897877
cognitive model,2012,2,-0.06372826099996076
cognitive model,2013,1,-0.002454319603765631
cognitive model,2014,2,0.12380373367872244
cognitive model,2015,3,0.2670231731456284
cognitive model,2016,1,0.3687264217766494
cognitive model,2017,2,0.3801049201186728
cognitive model,2018,3,0.27933552996224487
cognitive model,2019,2,0.08004485075833334
cognitive model,2020,4,-0.17207976190945562
cognitive model,2021,3,-0.4134293269042175
cognitive model,2022,3,-0.5229235726552037
locuteur,2002,1,-0.7070728120781467
locuteur,2003,0,-0.8392340131363546
locuteur,2004,0,-0.9511017590345768
locuteur,2005,0,-0.7499383702605911
locuteur,2006,0,-0.28335042982773684
locuteur,2007,0,0.2946300690562223
locuteur,2008,0,0.783872721407046
locuteur,2009,0,1.01782114522367
locuteur,2010,0,0.9294236485536953
locuteur,2011,0,0.5759848968796606
locuteur,2012,11,0.11282934579393356
locuteur,2013,0,-0.2728817664532026
locuteur,2014,0,-0.44019557608296167
locuteur,2015,0,-0.351457602940105
locuteur,2016,7,-0.08462559985226015
locuteur,2017,0,0.20399933642355295
locuteur,2018,1,0.35043138567248666
locuteur,2019,0,0.25673624488358815
locuteur,2020,8,0.14382521817177585
comet,1974,1,-0.446334923572987
comet,1975,0,-0.47370008610712305
comet,1976,0,-0.46766092792782726
comet,1977,0,-0.3566523568922119
comet,1978,1,-0.18631989593508247
comet,1979,0,-0.01655680424725086
comet,1980,0,0.10002573715567631
comet,1981,0,0.13569211921179972
comet,1982,0,0.09498838506012584
comet,1983,0,0.009777560838661353
comet,1984,0,-0.07551663998824668
comet,1985,0,-0.12227090803554624
comet,1986,0,-0.11234918010863976
comet,1987,0,-0.05360948566794566
comet,1988,0,0.025414890071525982
comet,1989,0,0.08893882781316102
comet,1990,0,0.10960165382255413
comet,1991,0,0.07986265211053402
comet,1992,0,0.014558730790750957
comet,1993,0,-0.05615770804680722
comet,1994,0,-0.10027717312859294
comet,1995,0,-0.09796447286500679
comet,1996,0,-0.05018864313632302
comet,1997,0,0.0216918363973432
comet,1998,0,0.08519923208689331
comet,1999,0,0.11092968301311064
comet,2000,0,0.08563303661531538
comet,2001,0,0.01855536814527168
comet,2002,0,-0.061807687837574066
comet,2003,0,-0.11939513623218145
comet,2004,0,-0.12596113481930496
comet,2005,0,-0.07372860982215743
comet,2006,0,0.020151597934825585
comet,2007,0,0.11955085493227835
comet,2008,0,0.1836739582094399
comet,2009,0,0.18413443287864362
comet,2010,0,0.1178313136607368
comet,2011,0,0.010097711828979644
comet,2012,0,-0.09367961328993266
comet,2013,2,-0.1451840127740259
comet,2014,0,-0.11262170440902308
comet,2015,0,0.005107721494349508
comet,2016,0,0.1753595483018337
comet,2017,0,0.3415253389416038
comet,2018,0,0.44245329985959375
comet,2019,1,0.4345153357951213
comet,2020,3,0.30813480500596735
comet,2021,1,0.09250150526412715
comet,2022,4,-0.03162951646694023
dirichlet processes,2007,1,0.0
dirichlet processes,2008,0,-0.03050211698203653
dirichlet processes,2009,1,-0.08333333333333334
dirichlet processes,2010,0,-0.1138354503153699
dirichlet processes,2011,0,-0.11383545031536986
dirichlet processes,2012,0,-0.08333333333333334
dirichlet processes,2013,1,-0.030502116982036545
dirichlet processes,2014,0,0.030502116982036566
dirichlet processes,2015,0,0.08333333333333334
dirichlet processes,2016,0,0.11383545031536989
dirichlet processes,2017,0,0.11383545031536987
dirichlet processes,2018,1,0.10566243270259357
automatic mapping,1994,1,-0.1180031477937008
automatic mapping,1995,0,-0.14329823286480942
automatic mapping,1996,0,-0.17900220188380256
automatic mapping,1997,0,-0.18087839072508785
automatic mapping,1998,0,-0.14545291052797493
automatic mapping,1999,0,-0.07848597891622833
automatic mapping,2000,0,0.006317195267525083
