Unique Word,Year,Count,Slope
homophones,2008,1,0.0
homophones,2009,1,0.0
ascent,1991,1,-0.07125838939847651
ascent,1992,0,-0.09043562158711882
ascent,1993,0,-0.11779538626604842
ascent,1994,0,-0.12080722229700491
ascent,1995,0,-0.09883874816501212
ascent,1996,0,-0.058791688491994565
ascent,1997,0,-0.012680357295549886
ascent,1998,0,0.0264599738744633
ascent,1999,0,0.04889623155384784
ascent,2000,0,0.05125028192346303
ascent,2001,0,0.037246994484541766
ascent,2002,0,0.015952494944386785
ascent,2003,0,-0.0018095844973333025
ascent,2004,0,-0.007538262923518897
ascent,2005,0,0.0018503222010547438
ascent,2006,0,0.023018824045045135
ascent,2007,1,0.047627489624247066
ascent,2008,0,0.0656219035882273
ascent,2009,0,0.069155555903916
ascent,2010,0,0.05568465059192561
ascent,2011,0,0.029077751056702322
ascent,2012,0,-0.0016891923484633475
ascent,2013,2,-0.02579487017072654
ascent,2014,0,-0.034609606697679735
ascent,2015,0,-0.025026739125393133
ascent,2016,0,-0.0008458025311606499
ascent,2017,0,0.028343388055532853
ascent,2018,1,0.050428116559050856
ascent,2019,0,0.05506103124815029
ascent,2020,0,0.03745393858429427
ascent,2021,1,0.022937806650448256
edlin,2004,4,-0.12585286792757722
edlin,2005,0,-0.1644554108198213
edlin,2006,2,-0.22794844568842065
edlin,2007,1,-0.2606557798608574
edlin,2008,3,-0.2581601066195487
edlin,2009,1,-0.2207984804647362
edlin,2010,0,-0.1536167960365445
edlin,2011,0,-0.06568831208356568
edlin,2012,1,0.0311117424078014
edlin,2013,0,0.12370998369087899
edlin,2014,1,0.19960050617581926
edlin,2015,2,0.2485338742771293
edlin,2016,2,0.263901365483574
edlin,2017,1,0.24362751495351465
edlin,2018,2,0.1904504185423198
edlin,2019,1,0.11155193778478445
edlin,2020,2,0.0668261543522295
wishes,2009,1,0.0
wishes,2010,1,0.0
cil,1977,1,-0.7020503743289017
cil,1978,0,-0.7301628876515625
cil,1979,0,-0.6736301255296169
cil,1980,0,-0.43012555097351235
cil,1981,0,-0.10133476053901863
cil,1982,0,0.18816038867277968
cil,1983,0,0.3411682717539417
cil,1984,0,0.32378965699013734
cil,1985,0,0.1729491410767195
cil,1986,1,-0.025791920730757367
cil,1987,0,-0.17881381799685883
cil,1988,0,-0.2248538131314378
cil,1989,0,-0.15786298817151673
cil,1990,1,-0.023618728820858616
cil,1991,0,0.10647599860791632
cil,1992,0,0.17097484120526402
cil,1993,0,0.1464388308347892
cil,1994,0,0.05541451889398871
cil,1995,0,-0.04824251535079743
cil,1996,0,-0.10849089202216318
cil,1997,2,-0.09587356108036571
cil,1998,0,-0.021729777612300355
cil,1999,0,0.06897555393837937
cil,2000,0,0.12243386982736253
cil,2001,0,0.10586506533811685
cil,2002,0,0.027243580770701575
cil,2003,1,-0.06567916469696203
cil,2004,0,-0.10766623897010584
cil,2005,1,-0.04964347705135497
cil,2006,1,0.11240572959606958
cil,2007,0,0.3280732512089518
cil,2008,0,0.5089911353273091
cil,2009,2,0.5655304345263605
cil,2010,1,0.44821611597723043
cil,2011,2,0.17508588194392716
cil,2012,5,-0.1685858792549466
cil,2013,2,-0.46014625188285174
cil,2014,0,-0.5878745190772885
cil,2015,0,-0.4978964053754388
cil,2016,2,-0.21951966821663252
cil,2017,0,0.14272176022118935
