Unique Word,Year,Ground Truth,Fitted Value,Area Ratio
tcl,1983.0,0,0.028565502,0.0
tcl,1984.0,0,0.040401474,0.00184160447236617
tcl,1985.0,0,0.056134757,0.004384692797740763
tcl,1986.0,0,0.07662063,0.007908468853912973
tcl,1987.0,0,0.10273981,0.012668886519791398
tcl,1988.0,0,0.13533528,0.01899731177227125
tcl,1989.0,0,0.1751308,0.027252329751373143
tcl,1990.0,0,0.22263488,0.037839440639020255
tcl,1991.0,0,0.2780373,0.05117274392588532
tcl,1992.0,0,0.3411082,0.06767147239325115
tcl,1993.0,0,0.4111123,0.08773020698432815
tcl,1994.0,0,0.48675224,0.11168053232273746
tcl,1995.0,0,0.5661541,0.1397875718549167
tcl,1996.0,0,0.6469052,0.17217352555815363
tcl,1997.0,0,0.7261491,0.20885720063198654
tcl,1998.0,0,0.8007374,0.24964991058889927
tcl,1999.0,0,0.86742854,0.29424401610339235
tcl,2000.0,0,0.9231164,0.3421053689936638
tcl,2001.0,0,0.9650691,0.3925983042718281
tcl,2002.0,0,0.9911505,0.4449052834599779
tcl,2003.0,1,1.0,0.4981571215616184
tcl,2004.0,0,0.9911505,0.551404983568901
tcl,2005.0,0,0.9650691,0.6037159388514086
tcl,2006.0,0,0.9231164,0.6542062235768461
tcl,2007.0,0,0.86742854,0.7020702270198445
tcl,2008.0,0,0.8007374,0.7466637301118753
tcl,2009.0,0,0.7261491,0.7874570424912503
tcl,2010.0,1,0.6469052,0.8241420175084017
tcl,2011.0,0,0.5661541,0.85652667126832
tcl,2012.0,0,0.48675224,0.8846361090838463
tcl,2013.0,0,0.4111123,0.9085840361389085
tcl,2014.0,0,0.3411082,0.9286452724676525
tcl,2015.0,0,0.2780373,0.9451414991973515
tcl,2016.0,0,0.22263488,0.9584766701662734
tcl,2017.0,0,0.1751308,0.9690619133718636
tcl,2018.0,0,0.13533528,0.9773178892650183
tcl,2019.0,1,0.10273981,0.9836453566034453
tcl,2020.0,0,0.07662063,0.9884059421836427
tcl,2021.0,0,0.056134757,0.991929550325496
tcl,2022.0,2,0.040401474,0.9944861771075884
tcl,2023.0,0,0.028565502,0.9963142431232368
tcl,2024.0,0,0.019841092,0.9975929819950421
tcl,2025.0,0,0.01353844,0.9984765976174188
tcl,2026.0,0,0.009075087,0.999072254109133
tcl,2027.0,0,0.0059760236,0.9994702016780714
tcl,2028.0,0,0.003865921,0.9997286068482316
tcl,2029.0,0,0.002456817,0.9998956028195527
tcl,2030.0,0,0.0015338106,1.0
monitor,1984.0,1,0.0012186978,0.0
monitor,1985.0,0,0.001941656,1.2035022939975792e-05
monitor,1986.0,0,0.0030531683,3.056271865186285e-05
monitor,1987.0,0,0.004738394,5.9869835646931154e-05
monitor,1988.0,0,0.007257947,0.00010485846105418764
monitor,1989.0,0,0.010972318,0.00017352325939481175
monitor,1990.0,0,0.016371377,0.0002762713108149484
monitor,1991.0,0,0.024108712,0.00042894048325990084
monitor,1992.0,1,0.03504005,0.0006516160645729207
monitor,1993.0,0,0.05026407,0.0009737403361034311
monitor,1994.0,0,0.07116273,0.0014316700760622638
monitor,1995.0,0,0.099437386,0.0020766552346715332
monitor,1996.0,0,0.1371352,0.002970273185672498
monitor,1997.0,0,0.18665954,0.0041958179430493635
monitor,1998.0,0,0.25075722,0.005850562913697149
monitor,1999.0,0,0.33247486,0.008060400535911056
monitor,2000.0,2,0.4350772,0.010968007542011899
monitor,2001.0,0,0.5619217,0.014749318041198643
monitor,2002.0,0,0.7162876,0.01959735054466841
monitor,2003.0,0,0.9011584,0.025737426462467804
monitor,2004.0,0,1.118966,0.0334078650235549
monitor,2005.0,1,1.3713071,0.04286921896341106
monitor,2006.0,1,1.6586494,0.054385161565411205
monitor,2007.0,0,1.9800521,0.06822017519010272
monitor,2008.0,4,2.3329244,0.08462620083982954
monitor,2009.0,0,2.7128565,0.10382399193174383
monitor,2010.0,3,3.113544,0.1260024832501456
monitor,2011.0,3,3.5268364,0.15128188330257755
monitor,2012.0,2,3.9429173,0.17973210169838003
monitor,2013.0,2,4.3506293,0.21132027795753539
monitor,2014.0,3,4.73793,0.24595124777763636
monitor,2015.0,3,5.092455,0.2834073863094535
monitor,2016.0,2,5.4021654,0.3234082994170421
monitor,2017.0,1,5.6560154,0.36555469104069843
monitor,2018.0,3,5.8446083,0.4093978883745323
monitor,2019.0,4,5.9607687,0.45440021475177894
monitor,2020.0,6,6.0,0.5000000000000001
monitor,2021.0,3,5.9607687,0.5455979046270778
monitor,2022.0,1,5.8446083,0.5906021116254679
monitor,2023.0,0,5.6560154,0.6344438992500506
monitor,2024.0,0,5.4021654,0.6765917005829581
monitor,2025.0,0,5.092455,0.7165919832860018
monitor,2026.0,0,4.73793,0.7540487522223639
monitor,2027.0,0,4.3506293,0.7886799260235802
monitor,2028.0,0,3.9429173,0.8202678983016203
monitor,2029.0,0,3.5268364,0.8487189678797475
monitor,2030.0,0,3.113544,0.8739975167498547
monitor,2031.0,0,2.7128565,0.8961771795221173
monitor,2032.0,0,2.3329244,0.9153737991601707
monitor,2033.0,0,1.9800521,0.9317809792401118
monitor,2034.0,0,1.6586494,0.945614838434589
monitor,2035.0,0,1.3713071,0.9571316749293516
monitor,2036.0,0,1.118966,0.9665921349764454
monitor,2037.0,0,0.9011584,0.974263103616054
monitor,2038.0,0,0.7162876,0.9804026494553318
monitor,2039.0,0,0.5619217,0.9852508696161316
monitor,2040.0,0,0.4350772,0.9890319924579883
monitor,2041.0,0,0.33247486,0.9919395405811875
monitor,2042.0,0,0.25075722,0.994149437086303
monitor,2043.0,0,0.18665954,0.9958039917325829
monitor,2044.0,0,0.1371352,0.9970297268143276
monitor,2045.0,0,0.099437386,0.9979231186652947
monitor,2046.0,0,0.07116273,0.9985683299239378
monitor,2047.0,0,0.05026407,0.9990260569430041
monitor,2048.0,0,0.03504005,0.9993483839354272
monitor,2049.0,0,0.024108712,0.9995709053197422
monitor,2050.0,0,0.016371377,0.9997237286891851
monitor,2051.0,0,0.010972318,0.9998263728301586
monitor,2052.0,0,0.007257947,0.9998951415389458
monitor,2053.0,0,0.004738394,0.9999400667735838
monitor,2054.0,0,0.0030531683,0.9999694372813482
monitor,2055.0,0,0.001941656,0.999988094069056
monitor,2056.0,0,0.0012186978,1.0
cad,1981.0,0,0.0011103873,0.0
cad,1982.0,0,0.0023371906,4.466887765768495e-06
cad,1983.0,0,0.0047593554,1.314533604151676e-05
cad,1984.0,0,0.009376417,3.098651391831464e-05
cad,1985.0,1,0.017871479,6.508963189470949e-05
cad,1986.0,0,0.032954816,0.0001295205210301199
cad,1987.0,0,0.058791175,0.0002451707154766905
